Age,Income,LoanAmount,CreditScore,YearsExperience,Gender,Education,City,EmploymentType,LoanApproved
64,40634.0,34525.0,489.0,10,Male,Bachelors,San Francisco,Self-Employed,0
60,44011.0,19575.0,776.0,26,Male,Masters,Houston,Salaried,1
37,63187.0,35861.0,476.0,26,Male,PhD,Houston,Unemployed,0
33,49488.0,13310.0,788.0,0,Female,Masters,New York,Salaried,1
66,47391.0,26660.0,750.0,11,Male,Bachelors,San Francisco,Unemployed,0
25,49488.0,11742.0,723.0,26,Male,High School,Houston,Salaried,1
47,63860.0,19306.0,823.0,28,Female,Bachelors,Houston,Salaried,1
37,50093.0,15012.0,639.0,8,Female,Bachelors,New York,Salaried,1
58,67360.0,22741.0,399.0,14,Female,Bachelors,New York,Unemployed,0
66,44023.0,23636.0,362.0,15,Male,Masters,New York,Salaried,0
39,65822.0,3941.0,732.0,4,Female,Bachelors,San Francisco,Salaried,1
22,63620.0,4057.0,710.0,27,Male,Bachelors,Chicago,Salaried,1
45,45567.0,16797.0,562.0,23,Female,High School,New York,Self-Employed,0
54,64056.0,24582.0,343.0,0,Male,Bachelors,New York,Self-Employed,0
52,67363.0,24033.0,842.0,6,Female,Bachelors,San Francisco,Self-Employed,1
51,59807.0,21916.0,678.0,13,Female,Bachelors,New York,Salaried,1
27,83659.0,10439.0,761.0,16,Female,High School,New York,Salaried,1
58,61861.0,18573.0,357.0,38,Female,PhD,San Francisco,Unemployed,0
61,44920.0,7412.0,327.0,9,Male,High School,New York,Salaried,0
34,47811.0,39986.0,716.0,22,Female,PhD,New York,Salaried,1
18,54175.0,16521.0,357.0,36,Female,Masters,Chicago,Unemployed,0
46,38352.0,7087.0,514.0,23,Male,Bachelors,Chicago,Self-Employed,0
50,69203.0,30038.0,554.0,9,Female,PhD,Houston,Salaried,0
22,22767.0,34142.0,579.0,9,Female,High School,Houston,Salaried,0
63,73361.0,17154.0,817.0,13,Female,Masters,San Francisco,Self-Employed,1
35,65507.0,21736.0,579.0,36,Female,PhD,San Francisco,Unemployed,0
66,56165.0,18017.0,833.0,12,Male,PhD,Houston,Self-Employed,1
34,67684.0,15089.0,536.0,2,Male,Bachelors,Houston,Self-Employed,0
34,59198.0,14928.0,769.0,14,Female,Masters,Houston,Unemployed,0
67,39283.0,20130.0,497.0,8,Male,High School,San Francisco,Self-Employed,0
19,51098.0,36420.0,722.0,25,Female,High School,Chicago,Self-Employed,1
50,48879.0,20980.0,510.0,8,Female,Masters,San Francisco,Self-Employed,0
39,52629.0,6333.0,359.0,20,Male,High School,Houston,Unemployed,0
36,41719.0,19599.0,773.0,10,Male,Masters,San Francisco,Salaried,1
49,51184.0,24177.0,408.0,11,Female,Bachelors,San Francisco,Self-Employed,0
58,47984.0,20212.0,824.0,8,Male,Bachelors,New York,Self-Employed,1
52,49488.0,13807.0,611.0,3,Male,High School,Chicago,Unemployed,0
68,58830.0,26467.0,631.0,25,Female,PhD,Chicago,Unemployed,0
26,53959.0,17575.0,579.0,39,Female,High School,Houston,Unemployed,0
24,70919.0,41785.0,685.0,29,Female,Masters,New York,Self-Employed,1
69,55415.0,26652.0,617.0,38,Female,PhD,New York,Self-Employed,1
35,70979.0,21525.0,643.0,4,Female,PhD,Chicago,Self-Employed,1
63,44732.0,28388.0,607.0,27,Male,Masters,Houston,Self-Employed,1
51,48097.0,29361.0,841.0,22,Male,Masters,Chicago,Self-Employed,1
52,49488.0,29656.0,803.0,8,Male,High School,Chicago,Salaried,1
18,55648.0,15679.0,666.0,30,Female,Bachelors,San Francisco,Self-Employed,1
69,49488.0,10587.0,649.0,1,Female,PhD,New York,Salaried,1
24,47836.0,23375.0,727.0,20,Male,High School,New York,Unemployed,1
50,67699.0,12737.0,609.0,19,Male,High School,San Francisco,Salaried,1
32,50150.0,28438.0,817.0,15,Female,High School,San Francisco,Salaried,1
23,49488.0,15858.0,635.0,8,Female,High School,San Francisco,Salaried,1
46,25832.0,20970.0,397.0,36,Male,Masters,New York,Salaried,0
29,49158.0,27103.0,727.0,34,Female,Masters,Chicago,Salaried,1
43,31249.0,28969.0,533.0,34,Male,High School,Houston,Unemployed,0
65,51370.0,29514.0,832.0,25,Male,PhD,Houston,Self-Employed,1
61,46834.0,16906.0,690.0,37,Male,PhD,New York,Salaried,1
59,58025.0,25897.0,438.0,3,Male,Masters,New York,Self-Employed,0
64,67647.0,9939.0,675.0,12,Male,PhD,San Francisco,Salaried,1
65,75667.0,16073.0,672.0,32,Male,Bachelors,New York,Self-Employed,1
64,56683.0,11698.0,715.0,16,Female,PhD,San Francisco,Unemployed,0
41,75852.0,19794.0,705.0,1,Female,Bachelors,New York,Self-Employed,1
18,60097.0,19591.0,831.0,2,Female,Masters,New York,Unemployed,0
30,52945.0,-4933.0,849.0,22,Male,PhD,San Francisco,Self-Employed,1
68,53493.0,18530.0,552.0,25,Female,High School,New York,Salaried,0
65,54440.0,18171.0,846.0,20,Male,High School,Chicago,Salaried,1
21,49875.0,19380.0,805.0,14,Male,Masters,Chicago,Self-Employed,1
49,56022.0,11403.0,331.0,25,Female,Masters,San Francisco,Unemployed,0
61,56848.0,34087.0,584.0,5,Male,High School,San Francisco,Unemployed,0
64,54464.0,18865.0,771.0,14,Female,High School,Houston,Salaried,1
37,49488.0,18706.0,728.0,2,Female,PhD,San Francisco,Unemployed,0
46,56947.0,16819.0,576.0,26,Female,Masters,Houston,Unemployed,0
46,51483.0,21021.0,783.0,39,Male,High School,Houston,Salaried,1
49,40546.0,11174.0,455.0,39,Male,Masters,Chicago,Salaried,0
66,50060.0,24699.0,799.0,34,Female,Bachelors,San Francisco,Unemployed,0
27,56506.0,26733.0,604.0,27,Female,Masters,New York,Salaried,1
59,76192.0,18824.0,431.0,33,Female,Masters,Houston,Salaried,0
40,57758.0,25907.0,453.0,34,Female,High School,New York,Salaried,0
36,39274.0,30641.0,780.0,25,Male,Masters,Chicago,Self-Employed,0
57,52474.0,17646.0,799.0,36,Female,High School,San Francisco,Self-Employed,1
25,28263.0,26576.0,378.0,39,Male,High School,Chicago,Self-Employed,0
38,44271.0,31573.0,743.0,33,Male,PhD,Houston,Self-Employed,1
38,45744.0,21548.0,664.0,25,Male,PhD,Chicago,Salaried,1
42,46913.0,8441.0,566.0,31,Female,High School,San Francisco,Unemployed,1
42,47039.0,16229.0,441.0,33,Female,PhD,Houston,Self-Employed,0
51,50747.0,16858.0,590.0,2,Male,PhD,Houston,Self-Employed,0
52,65543.0,12150.0,816.0,7,Female,Bachelors,San Francisco,Self-Employed,1
54,45456.0,24450.0,419.0,30,Male,High School,Houston,Unemployed,0
25,41094.0,15009.0,710.0,9,Male,Masters,San Francisco,Unemployed,0
51,42622.0,23394.0,782.0,23,Male,High School,Chicago,Self-Employed,1
48,40937.0,33694.0,579.0,24,Male,PhD,Chicago,Self-Employed,0
44,59989.0,5387.0,691.0,3,Female,High School,San Francisco,Self-Employed,1
56,49998.0,22449.0,682.0,34,Female,PhD,San Francisco,Self-Employed,1
63,35074.0,10010.0,833.0,0,Male,High School,Chicago,Unemployed,0
54,47507.0,22398.0,667.0,28,Female,Masters,San Francisco,Salaried,1
57,41702.0,19952.0,591.0,2,Female,Masters,Houston,Salaried,0
50,69354.0,6506.0,709.0,8,Female,Bachelors,San Francisco,Self-Employed,1
21,69508.0,29181.0,626.0,19,Female,High School,Houston,Salaried,1
50,56392.0,13965.0,735.0,15,Female,PhD,Houston,Salaried,1
32,50003.0,17461.0,687.0,4,Female,High School,New York,Self-Employed,1
53,67268.0,33482.0,799.0,34,Male,Masters,Chicago,Self-Employed,1
65,80542.0,24546.0,751.0,26,Male,PhD,San Francisco,Self-Employed,1
26,48269.0,16084.0,823.0,5,Male,Bachelors,New York,Self-Employed,1
60,49401.0,25202.0,518.0,20,Male,High School,New York,Self-Employed,0
60,54000.0,19642.0,760.0,13,Female,Bachelors,Houston,Salaried,1
43,67927.0,38490.0,700.0,31,Female,High School,San Francisco,Salaried,1
28,54635.0,13955.0,543.0,23,Female,Bachelors,New York,Unemployed,0
23,50160.0,30861.0,508.0,38,Female,PhD,New York,Salaried,0
38,65120.0,16812.0,445.0,24,Female,PhD,Chicago,Salaried,1
68,24468.0,34294.0,830.0,28,Male,Masters,Houston,Self-Employed,1
59,61543.0,21298.0,585.0,4,Female,PhD,San Francisco,Self-Employed,0
26,24468.0,41504.0,704.0,3,Male,Bachelors,Houston,Unemployed,0
26,44913.0,19821.0,622.0,6,Male,Bachelors,Houston,Salaried,1
38,44769.0,6540.0,655.0,9,Male,PhD,Chicago,Unemployed,0
48,39562.0,22467.0,708.0,1,Male,Masters,New York,Salaried,0
51,62801.0,17603.0,508.0,14,Male,Masters,Houston,Salaried,0
37,44344.0,21415.0,653.0,19,Female,Bachelors,New York,Self-Employed,1
45,49372.0,19594.0,629.0,31,Male,PhD,Chicago,Self-Employed,1
38,31130.0,19880.0,677.0,20,Male,Bachelors,Chicago,Salaried,1
62,35302.0,22447.0,482.0,31,Male,PhD,San Francisco,Self-Employed,0
21,46654.0,12731.0,783.0,37,Male,Masters,Chicago,Self-Employed,1
44,52082.0,10526.0,362.0,36,Male,PhD,San Francisco,Salaried,0
38,49488.0,9685.0,734.0,34,Female,Bachelors,New York,Self-Employed,1
34,51151.0,12238.0,783.0,25,Female,PhD,San Francisco,Salaried,1
39,39391.0,13003.0,459.0,9,Female,Bachelors,San Francisco,Salaried,1
50,62698.0,24395.0,651.0,30,Male,Bachelors,New York,Salaried,1
67,43107.0,4469.0,729.0,5,Male,PhD,Houston,Self-Employed,1
40,46798.0,23776.0,842.0,38,Female,High School,Houston,Unemployed,0
58,53024.0,12197.0,656.0,28,Female,Masters,San Francisco,Unemployed,0
62,20540.0,25693.0,476.0,16,Male,PhD,New York,Self-Employed,0
20,65816.0,31959.0,449.0,16,Male,PhD,Houston,Self-Employed,0
32,39967.0,26987.0,754.0,10,Female,Masters,New York,Unemployed,0
56,57195.0,12578.0,549.0,9,Female,Masters,New York,Unemployed,0
19,76680.0,21493.0,839.0,38,Male,Bachelors,Chicago,Salaried,1
40,69833.0,11415.0,641.0,34,Female,PhD,Houston,Self-Employed,1
34,38152.0,31011.0,434.0,24,Male,High School,New York,Self-Employed,0
46,73969.0,26927.0,386.0,24,Male,Bachelors,New York,Unemployed,0
66,35904.0,16799.0,561.0,5,Female,PhD,San Francisco,Salaried,0
57,49488.0,23797.0,591.0,23,Female,Masters,Houston,Unemployed,0
66,59127.0,13384.0,560.0,14,Male,PhD,San Francisco,Salaried,0
59,43629.0,21934.0,812.0,36,Female,Masters,Houston,Unemployed,0
33,57807.0,28018.0,781.0,9,Male,Bachelors,San Francisco,Salaried,1
32,42315.0,11352.0,431.0,24,Male,PhD,Chicago,Salaried,0
61,57763.0,4048.0,647.0,15,Male,Masters,San Francisco,Salaried,1
29,20909.0,12443.0,495.0,23,Female,High School,Chicago,Salaried,0
28,58586.0,22093.0,611.0,22,Female,Bachelors,Houston,Unemployed,0
19,71627.0,21628.0,779.0,12,Male,Masters,San Francisco,Salaried,1
54,37547.0,16752.0,428.0,13,Female,PhD,San Francisco,Self-Employed,1
32,65700.0,13732.0,672.0,10,Male,Bachelors,San Francisco,Salaried,1
67,54431.0,17923.0,571.0,33,Female,Bachelors,Houston,Salaried,0
62,54604.0,22025.0,741.0,35,Female,High School,Houston,Self-Employed,1
65,44558.0,12844.0,579.0,15,Female,PhD,New York,Salaried,0
39,61525.0,21847.0,683.0,14,Female,Bachelors,San Francisco,Salaried,1
60,42766.0,18614.0,489.0,37,Male,Masters,Chicago,Unemployed,0
58,56219.0,13397.0,744.0,29,Female,Masters,Chicago,Self-Employed,1
22,77766.0,17136.0,793.0,38,Male,Bachelors,New York,Unemployed,0
54,61619.0,22199.0,822.0,14,Female,High School,Houston,Salaried,1
50,49488.0,11536.0,602.0,15,Female,High School,Houston,Self-Employed,1
24,37687.0,24165.0,414.0,9,Male,High School,New York,Unemployed,0
58,46161.0,16188.0,327.0,21,Female,Masters,New York,Salaried,0
58,29414.0,17434.0,509.0,3,Female,Masters,Houston,Self-Employed,0
45,34800.0,21974.0,429.0,31,Female,PhD,San Francisco,Self-Employed,0
35,67861.0,19315.0,380.0,38,Male,PhD,Chicago,Unemployed,0
30,22071.0,14126.0,339.0,19,Male,Bachelors,Houston,Unemployed,0
32,66427.0,19462.0,724.0,22,Male,Bachelors,New York,Self-Employed,1
24,56374.0,19385.0,753.0,8,Male,High School,San Francisco,Self-Employed,1
40,11174.0,26350.0,601.0,23,Male,PhD,New York,Salaried,0
64,59052.0,24993.0,681.0,7,Female,PhD,New York,Self-Employed,1
29,46284.0,27807.0,782.0,21,Male,Masters,San Francisco,Self-Employed,1
48,77658.0,21945.0,805.0,1,Female,Masters,San Francisco,Self-Employed,1
53,66049.0,28387.0,824.0,34,Female,High School,New York,Salaried,1
59,46168.0,19629.0,782.0,28,Male,High School,Houston,Self-Employed,1
57,12523.0,11022.0,704.0,2,Female,PhD,Houston,Salaried,0
46,43940.0,16080.0,683.0,15,Male,Masters,San Francisco,Self-Employed,1
30,16315.0,13054.0,636.0,9,Male,PhD,Chicago,Salaried,0
42,52264.0,31046.0,465.0,23,Female,Bachelors,Chicago,Salaried,1
30,40275.0,32033.0,777.0,19,Male,PhD,Chicago,Salaried,1
69,23446.0,12779.0,655.0,8,Female,Bachelors,New York,Unemployed,0
66,53334.0,28779.0,659.0,38,Female,High School,Chicago,Salaried,1
27,56182.0,21266.0,632.0,39,Female,Bachelors,San Francisco,Salaried,1
36,55973.0,29680.0,690.0,14,Female,PhD,Houston,Self-Employed,1
63,16327.0,26690.0,846.0,33,Female,High School,San Francisco,Unemployed,0
54,51475.0,20870.0,844.0,28,Female,High School,San Francisco,Unemployed,0
37,25033.0,21479.0,490.0,24,Female,Masters,New York,Unemployed,1
27,79723.0,16530.0,807.0,15,Female,Bachelors,Chicago,Salaried,1
33,61000.0,28215.0,413.0,10,Male,Bachelors,New York,Unemployed,0
22,49072.0,26311.0,374.0,14,Male,High School,New York,Unemployed,0
51,48428.0,14404.0,446.0,26,Female,High School,Houston,Salaried,0
41,66574.0,31519.0,748.0,36,Female,Bachelors,San Francisco,Self-Employed,1
56,42425.0,14168.0,579.0,13,Female,High School,New York,Self-Employed,0
66,54184.0,27701.0,791.0,28,Female,Masters,San Francisco,Self-Employed,1
32,67797.0,28047.0,644.0,35,Female,PhD,San Francisco,Self-Employed,1
23,19619.0,16569.0,845.0,33,Female,Masters,Houston,Unemployed,0
46,46690.0,19429.0,652.0,13,Female,Bachelors,Houston,Unemployed,0
28,12337.0,19319.0,438.0,26,Male,Masters,Houston,Salaried,0
41,43757.0,14875.0,650.0,31,Male,Masters,San Francisco,Unemployed,0
32,53663.0,12166.0,731.0,19,Male,Bachelors,San Francisco,Salaried,1
18,55870.0,18187.0,749.0,31,Female,Bachelors,New York,Self-Employed,1
34,41005.0,13505.0,826.0,14,Female,PhD,San Francisco,Unemployed,0
42,63974.0,18165.0,516.0,17,Female,PhD,New York,Unemployed,0
67,50756.0,35791.0,815.0,36,Male,Bachelors,Chicago,Unemployed,0
39,45616.0,25058.0,415.0,39,Male,PhD,San Francisco,Unemployed,0
56,52895.0,13888.0,498.0,21,Male,PhD,San Francisco,Self-Employed,0
54,52100.0,25856.0,634.0,14,Male,Bachelors,New York,Salaried,1
51,40367.0,13731.0,676.0,38,Female,PhD,New York,Salaried,1
47,51585.0,14932.0,702.0,33,Male,Masters,San Francisco,Self-Employed,1
64,45929.0,7366.0,571.0,2,Female,High School,Houston,Unemployed,0
24,46188.0,25027.0,328.0,31,Male,PhD,Chicago,Self-Employed,0
19,46386.0,35680.0,371.0,22,Female,Bachelors,New York,Salaried,0
28,72975.0,19275.0,318.0,4,Male,PhD,New York,Salaried,0
64,72621.0,24028.0,413.0,37,Female,PhD,Chicago,Self-Employed,0
22,69281.0,25113.0,579.0,21,Male,Masters,Houston,Salaried,0
48,51531.0,31439.0,809.0,21,Male,PhD,Chicago,Salaried,1
66,48039.0,20581.0,814.0,20,Female,PhD,Houston,Salaried,1
66,50008.0,12860.0,380.0,12,Male,Bachelors,San Francisco,Unemployed,0
30,57580.0,18624.0,743.0,4,Female,Bachelors,New York,Self-Employed,1
49,59268.0,12897.0,670.0,19,Female,Bachelors,New York,Salaried,1
42,19480.0,18544.0,482.0,12,Female,High School,Chicago,Self-Employed,0
34,49630.0,20459.0,534.0,30,Female,PhD,San Francisco,Salaried,0
21,47712.0,28003.0,542.0,16,Female,PhD,New York,Self-Employed,0
46,39597.0,23380.0,489.0,8,Female,Bachelors,San Francisco,Self-Employed,0
41,47649.0,20095.0,507.0,31,Female,PhD,San Francisco,Salaried,0
31,63480.0,26601.0,333.0,35,Female,Masters,San Francisco,Salaried,0
51,47045.0,14197.0,792.0,11,Male,Masters,Houston,Self-Employed,1
65,78517.0,17066.0,772.0,4,Female,Masters,Houston,Salaried,1
61,61701.0,18946.0,313.0,6,Male,PhD,San Francisco,Salaried,0
63,53843.0,17681.0,627.0,15,Male,Bachelors,Houston,Unemployed,0
59,55467.0,33758.0,771.0,17,Male,PhD,New York,Salaried,1
50,53546.0,14906.0,389.0,33,Male,High School,San Francisco,Self-Employed,0
42,49488.0,23360.0,846.0,32,Female,High School,Houston,Unemployed,0
38,59890.0,35244.0,847.0,35,Male,PhD,New York,Salaried,1
28,47198.0,18335.0,601.0,14,Female,PhD,Houston,Self-Employed,1
60,24561.0,15765.0,342.0,32,Male,PhD,New York,Self-Employed,0
62,18145.0,20739.0,844.0,19,Female,Bachelors,Houston,Self-Employed,0
54,70070.0,20012.0,710.0,10,Female,Masters,San Francisco,Unemployed,0
69,50420.0,3644.0,446.0,12,Female,High School,San Francisco,Self-Employed,0
36,60081.0,21026.0,394.0,34,Male,Masters,Houston,Unemployed,0
36,44710.0,18701.0,579.0,2,Female,Masters,Chicago,Unemployed,0
44,59858.0,22730.0,712.0,28,Female,Bachelors,San Francisco,Self-Employed,1
35,49488.0,19383.0,841.0,17,Female,Masters,Houston,Self-Employed,1
28,47425.0,16890.0,620.0,39,Female,Bachelors,New York,Self-Employed,1
39,88124.0,34719.0,628.0,14,Female,Masters,San Francisco,Salaried,1
62,57250.0,7668.0,343.0,23,Male,Bachelors,New York,Self-Employed,0
26,50800.0,11935.0,792.0,27,Male,PhD,Chicago,Self-Employed,1
67,55080.0,29114.0,511.0,15,Female,PhD,Chicago,Self-Employed,1
46,37112.0,29698.0,849.0,0,Female,PhD,San Francisco,Unemployed,0
39,43419.0,8521.0,535.0,4,Female,PhD,San Francisco,Unemployed,0
36,44799.0,15192.0,656.0,34,Male,Masters,San Francisco,Salaried,1
63,54782.0,29349.0,844.0,0,Male,Masters,Houston,Self-Employed,1
37,34752.0,25573.0,432.0,37,Female,High School,Chicago,Salaried,0
57,50288.0,15065.0,813.0,14,Male,PhD,Houston,Self-Employed,1
41,78453.0,16329.0,802.0,29,Female,Bachelors,Houston,Unemployed,1
31,25098.0,17212.0,439.0,15,Female,PhD,San Francisco,Salaried,0
49,49544.0,15381.0,764.0,35,Male,Bachelors,San Francisco,Salaried,1
40,71399.0,6686.0,387.0,37,Female,Masters,New York,Self-Employed,0
18,56059.0,23312.0,363.0,24,Male,Bachelors,San Francisco,Self-Employed,0
18,44028.0,23122.0,705.0,0,Male,Masters,Houston,Salaried,1
52,65882.0,21390.0,636.0,20,Female,Masters,San Francisco,Unemployed,0
55,40033.0,18321.0,809.0,34,Male,High School,Chicago,Salaried,1
31,42689.0,16633.0,679.0,39,Male,Bachelors,Chicago,Self-Employed,1
58,17913.0,10233.0,518.0,34,Male,Masters,San Francisco,Unemployed,0
60,72939.0,40331.0,462.0,38,Male,High School,Houston,Salaried,1
32,54888.0,23583.0,841.0,22,Male,Bachelors,San Francisco,Self-Employed,1
60,43289.0,20579.0,754.0,28,Female,PhD,Chicago,Salaried,1
63,43330.0,18052.0,703.0,38,Female,Bachelors,Houston,Salaried,1
54,63014.0,24371.0,665.0,35,Male,Bachelors,Chicago,Unemployed,0
20,28844.0,19522.0,745.0,28,Male,Masters,Chicago,Self-Employed,0
32,50132.0,43133.0,633.0,11,Male,High School,New York,Self-Employed,1
43,27090.0,20725.0,843.0,1,Female,High School,San Francisco,Self-Employed,0
40,42613.0,24233.0,582.0,4,Male,Bachelors,Houston,Salaried,0
41,38424.0,21461.0,336.0,27,Male,High School,Houston,Unemployed,0
25,61467.0,12329.0,847.0,12,Female,High School,San Francisco,Salaried,1
50,57078.0,31020.0,348.0,18,Male,PhD,New York,Self-Employed,0
40,64752.0,15996.0,620.0,31,Male,High School,Chicago,Self-Employed,1
25,54208.0,24756.0,763.0,24,Male,PhD,Chicago,Salaried,1
41,25857.0,23379.0,682.0,0,Female,Masters,San Francisco,Self-Employed,1
56,45966.0,25357.0,688.0,39,Female,Masters,New York,Unemployed,1
51,44406.0,22954.0,786.0,7,Female,Masters,Chicago,Self-Employed,1
52,37134.0,16439.0,786.0,37,Male,Masters,Chicago,Unemployed,0
33,50865.0,34711.0,823.0,6,Female,High School,San Francisco,Self-Employed,1
57,56438.0,22225.0,654.0,6,Female,Masters,New York,Self-Employed,1
28,51109.0,11744.0,795.0,37,Male,High School,Houston,Salaried,1
23,63094.0,22632.0,847.0,29,Male,High School,San Francisco,Self-Employed,1
53,43987.0,23847.0,701.0,29,Female,High School,San Francisco,Salaried,1
53,25179.0,37611.0,381.0,14,Male,Bachelors,New York,Salaried,0
49,39689.0,16660.0,741.0,22,Female,PhD,Chicago,Unemployed,0
47,57152.0,18334.0,632.0,12,Female,Bachelors,Chicago,Self-Employed,1
36,42200.0,17032.0,474.0,4,Male,High School,Chicago,Unemployed,0
21,50829.0,14623.0,498.0,25,Male,PhD,Chicago,Salaried,0
51,49488.0,17471.0,756.0,38,Female,Bachelors,Houston,Salaried,1
68,69535.0,9230.0,646.0,21,Male,PhD,Chicago,Self-Employed,1
41,56586.0,24733.0,628.0,15,Male,PhD,Houston,Salaried,1
23,46434.0,12021.0,761.0,31,Male,PhD,Houston,Salaried,1
56,84088.0,26634.0,638.0,27,Female,Bachelors,Chicago,Unemployed,0
59,45297.0,15651.0,442.0,30,Male,High School,Chicago,Salaried,0
69,44058.0,7842.0,653.0,38,Male,Bachelors,New York,Salaried,1
65,45698.0,27890.0,422.0,25,Male,Bachelors,San Francisco,Self-Employed,0
40,37172.0,10960.0,705.0,4,Male,Masters,San Francisco,Self-Employed,0
35,34037.0,17089.0,477.0,27,Male,Bachelors,New York,Self-Employed,1
35,52588.0,13696.0,351.0,31,Male,High School,Houston,Self-Employed,0
20,81316.0,32263.0,529.0,11,Male,PhD,San Francisco,Salaried,0
51,49488.0,21371.0,470.0,28,Male,Masters,New York,Unemployed,0
39,31226.0,1247.0,623.0,20,Female,Bachelors,Houston,Unemployed,0
64,58222.0,14253.0,468.0,25,Male,Bachelors,Houston,Salaried,0
51,45019.0,21097.0,834.0,10,Male,PhD,Chicago,Unemployed,0
50,59123.0,23767.0,601.0,8,Male,High School,Houston,Self-Employed,1
18,26699.0,21968.0,432.0,24,Male,PhD,San Francisco,Self-Employed,0
43,44447.0,19519.0,354.0,36,Female,Bachelors,Chicago,Unemployed,0
39,55426.0,37453.0,546.0,7,Male,Bachelors,Houston,Self-Employed,1
56,36926.0,30796.0,571.0,36,Female,PhD,San Francisco,Unemployed,0
58,45470.0,23831.0,699.0,28,Male,Masters,Chicago,Salaried,0
66,47087.0,7213.0,569.0,22,Female,Bachelors,San Francisco,Salaried,0
28,66037.0,19588.0,830.0,4,Female,Bachelors,Houston,Unemployed,0
55,55023.0,20278.0,751.0,13,Male,High School,New York,Self-Employed,1
62,79100.0,4901.0,391.0,12,Male,High School,San Francisco,Self-Employed,0
24,47198.0,10293.0,636.0,21,Male,High School,Chicago,Unemployed,0
31,50228.0,30173.0,579.0,35,Female,Bachelors,Chicago,Salaried,0
43,51305.0,6209.0,321.0,21,Female,Bachelors,San Francisco,Self-Employed,0
66,73186.0,18107.0,543.0,37,Male,Masters,San Francisco,Unemployed,0
32,41010.0,22378.0,549.0,5,Male,PhD,Houston,Self-Employed,0
48,74396.0,26919.0,682.0,25,Male,Masters,Chicago,Salaried,1
62,69734.0,19166.0,326.0,11,Male,PhD,San Francisco,Self-Employed,1
25,52254.0,12475.0,650.0,23,Female,High School,Chicago,Unemployed,0
21,67541.0,24902.0,369.0,39,Female,PhD,Chicago,Salaried,0
48,41508.0,23398.0,676.0,2,Female,Bachelors,San Francisco,Salaried,1
25,42017.0,20826.0,752.0,38,Female,High School,Houston,Salaried,1
62,47876.0,24538.0,799.0,3,Female,Bachelors,Chicago,Salaried,1
20,14446.0,7349.0,680.0,35,Female,Masters,New York,Unemployed,0
41,29093.0,12232.0,658.0,35,Male,High School,New York,Self-Employed,0
63,51418.0,15120.0,593.0,29,Male,Bachelors,Houston,Salaried,0
21,38117.0,8469.0,509.0,6,Male,Masters,New York,Self-Employed,0
27,46865.0,18768.0,677.0,20,Male,High School,Chicago,Salaried,1
30,54495.0,36291.0,657.0,5,Female,Bachelors,New York,Unemployed,0
65,60615.0,17118.0,590.0,22,Female,Bachelors,San Francisco,Self-Employed,1
65,26978.0,4476.0,743.0,4,Male,High School,Chicago,Salaried,0
49,49488.0,25247.0,635.0,8,Female,Bachelors,Houston,Self-Employed,1
60,49825.0,29591.0,837.0,9,Female,Bachelors,New York,Salaried,1
59,43970.0,22444.0,371.0,32,Female,Masters,Chicago,Self-Employed,0
62,20311.0,28089.0,639.0,37,Female,Bachelors,New York,Salaried,1
37,56921.0,19123.0,694.0,25,Female,PhD,Chicago,Unemployed,0
58,69681.0,33726.0,719.0,21,Female,PhD,Chicago,Salaried,1
59,43326.0,23535.0,579.0,10,Female,Bachelors,New York,Unemployed,0
37,93376.0,24507.0,470.0,16,Male,High School,Houston,Unemployed,0
45,73520.0,16324.0,800.0,17,Male,High School,New York,Self-Employed,1
32,44014.0,24959.0,754.0,35,Female,High School,New York,Salaried,1
58,70461.0,20995.0,556.0,36,Male,PhD,San Francisco,Salaried,0
25,68037.0,13376.0,733.0,30,Male,Masters,New York,Salaried,1
33,44349.0,30106.0,356.0,23,Male,Bachelors,Chicago,Self-Employed,0
23,72583.0,27249.0,607.0,0,Female,High School,New York,Salaried,1
20,72853.0,19829.0,479.0,29,Female,High School,Houston,Salaried,1
47,49488.0,18699.0,684.0,6,Male,Masters,New York,Salaried,1
18,52451.0,14278.0,454.0,16,Male,Masters,New York,Unemployed,0
65,59251.0,21250.0,840.0,25,Male,High School,San Francisco,Self-Employed,1
25,40612.0,25945.0,687.0,10,Male,Masters,Chicago,Self-Employed,1
27,69038.0,18367.0,555.0,3,Female,PhD,San Francisco,Unemployed,0
47,43026.0,22484.0,793.0,18,Male,PhD,New York,Unemployed,0
41,17221.0,27314.0,698.0,18,Male,Bachelors,Chicago,Self-Employed,0
57,76505.0,18275.0,498.0,15,Female,Bachelors,New York,Salaried,0
58,63479.0,7437.0,513.0,29,Male,Bachelors,Houston,Unemployed,0
44,35689.0,12770.0,632.0,25,Female,Bachelors,San Francisco,Self-Employed,0
36,59446.0,28935.0,328.0,27,Female,High School,San Francisco,Unemployed,0
43,55266.0,31708.0,701.0,22,Female,Masters,Houston,Salaried,1
61,67787.0,19035.0,737.0,8,Female,PhD,Chicago,Salaried,1
27,49599.0,13192.0,790.0,27,Male,PhD,Chicago,Self-Employed,1
31,74297.0,12262.0,837.0,26,Female,High School,New York,Self-Employed,1
41,73864.0,-5728.0,525.0,22,Male,High School,Chicago,Unemployed,0
36,51030.0,16950.0,371.0,14,Male,Bachelors,Houston,Salaried,0
52,33695.0,27400.0,579.0,5,Female,Bachelors,New York,Self-Employed,0
37,57846.0,24618.0,579.0,24,Female,High School,New York,Salaried,0
